GeneUID	ProteinSeqLength	NoCysIUPredMeanISD	SequenceUID	Phylostratum	GeneFamilyPhylostratum	GeneFamilyNumber	Stickiness	Hubness	HydrophobicDispersionBlock6	ConglomerateFamilyDesignationIncludingDubious	ExcludedAsDubious	ExcludedAsScerevisiaeSpecific	ExcludedAsUnclassified	CarvunisConservationLevels	GenesUsedByCarvunis	Skudriavzevii	GeneFamilyPhyloTaxonomicGroup	TangoHexamerAPRNum	TangoPentamerAPRNum	WaltzHexamerAPRNum	WaltzPentamerAPRNum	TangoHexamerNumAAInAPRs	TangoPentamerNumAAInAPRs	WaltzHexamerNumAAInAPRs	WaltzPentamerNumAAInAPRs	TangoHexamerAPRDensity	TangoPentamerAPRDensity	WaltzHexamerAPRDensity	WaltzPentamerAPRDensity	TangoHexamerAAInAPRsDensity	TangoPentamerAAInAPRsDensity	WaltzHexamerAAInAPRsDensity	WaltzPentamerAAInAPRsDensity
YNL277W	486	0.2869	5169	1	1	1826	4	0	0.9169891034	A	0	0	0	10	1	0	Cellular_Organisms	5	8	5	5	36	51	54	54	0.01049382700000	0.01666666600000	0.01049382700000	0.01049382700000	0.07510288000000	0.10596707800000	0.11213991700000	0.11213991700000
YNL276C	131	0.2086	5170	10	10	1226	0	0	0.9822103776	A	0	0	0		0	0	Saccharomyces_cerevisiae	2	2	2	2	19	19	15	15	0.01603053400000	0.01603053400000	0.01603053400000	0.01603053400000	0.14885496100000	0.14885496100000	0.11832061000000	0.11832061000000
YNL275W	576	0.0993	5171	1	1	948	0	0	1.1876059824	A	0	0	0	10	1	0	Cellular_Organisms	16	18	11	11	187	197	150	150	0.02795138800000	0.03142361100000	0.01927083300000	0.01927083300000	0.32552083300000	0.34288194400000	0.26128472200000	0.26128472200000
YNL274C	350	0.3227	5172	1	1	4102	1	0	0.7293110459	A	0	0	0	10	1	0	Cellular_Organisms	4	4	2	2	28	28	15	15	0.01171428500000	0.01171428500000	0.00600000000000	0.00600000000000	0.08142857100000	0.08142857100000	0.04428571400000	0.04428571400000
YNL273W	1238	0.2505	5173	2	2	5284	4	3	0.9846667028	A	0	0	0	10	1	0	Eukaryota	15	21	11	11	147	177	112	112	0.01219709200000	0.01704361800000	0.00896607400000	0.00896607400000	0.11914378000000	0.14337641300000	0.09087237400000	0.09087237400000
YNL272C	759	0.5031	5174	3	3	2949	9	0	1.0366626075	A	0	0	0	10	1	0	Opisthokonta	4	5	5	5	38	43	41	41	0.00540184400000	0.00671936700000	0.00671936700000	0.00671936700000	0.05072463700000	0.05731225200000	0.05467720600000	0.05467720600000
YNL271C	1953	0.4880	5175	2	2	232	18	1	0.9389904441	A	0	0	0	10	1	0	Eukaryota	9	10	10	10	71	76	105	105	0.00465949800000	0.00517153000000	0.00517153000000	0.00517153000000	0.03661034300000	0.03917050600000	0.05401945700000	0.05401945700000
YNL270C	573	0.0963	5176	1	1	4982	1	0	1.2191668852	A	0	0	0	10	1	0	Cellular_Organisms	13	14	15	15	195	200	191	191	0.02286212900000	0.02460732900000	0.02635253000000	0.02635253000000	0.34118673600000	0.34991273900000	0.33420593300000	0.33420593300000
YNL269W	131	0.1602	5177	10	10	555	0	0	0.9043400259	A	0	1	0	2	1	0	Saccharomyces_cerevisiae	2	2	2	2	15	15	18	18	0.01603053400000	0.01603053400000	0.01603053400000	0.01603053400000	0.11832061000000	0.11832061000000	0.14122137400000	0.14122137400000
YNL268W	611	0.1329	5178	1	1	4982	2	1	1.2273743300	A	0	0	0	10	1	0	Cellular_Organisms	13	15	14	14	203	213	195	195	0.02144026100000	0.02471358400000	0.02307692300000	0.02307692300000	0.33306055600000	0.34942716800000	0.31996726600000	0.31996726600000
YNL267W	1066	0.3654	5179	2	2	1715	7	2	0.8950231693	A	0	0	0	10	1	0	Eukaryota	9	11	11	12	90	100	100	105	0.00853658500000	0.01041275700000	0.01041275700000	0.01135084400000	0.08489681000000	0.09427767300000	0.09427767300000	0.09896810500000
YNL266W	139	0.0312	5180	10	10	2321	0	0	1.1609691512	A	0	0	0		0	0	Saccharomyces_cerevisiae	3	3	3	3	59	59	50	50	0.02230215800000	0.02230215800000	0.02230215800000	0.02230215800000	0.42805755300000	0.42805755300000	0.36330935200000	0.36330935200000
YNL265C	298	0.3446	5181	2	2	4720	0	0	1.0228473590	A	0	0	0	9	1	0	Eukaryota	2	2	4	4	24	24	39	39	0.00704697900000	0.00704697900000	0.01375838900000	0.01375838900000	0.08221476500000	0.08221476500000	0.13255033500000	0.13255033500000
YNL264C	350	0.2540	5182	2	2	5210	1	0	0.9399074198	A	0	0	0	10	1	0	Eukaryota	2	3	2	2	18	23	23	23	0.00600000000000	0.00885714200000	0.00600000000000	0.00600000000000	0.05285714200000	0.06714285700000	0.06714285700000	0.06714285700000
YNL263C	314	0.2201	5183	2	2	3196	26	0	1.3965442755	A	0	0	0	10	1	0	Eukaryota	6	6	6	6	87	87	104	104	0.01942675100000	0.01942675100000	0.01942675100000	0.01942675100000	0.27866242000000	0.27866242000000	0.33280254700000	0.33280254700000
YNL262W	2222	0.2081	5184	1	1	2931	9	6	0.8183165382	A	0	0	0	10	1	0	Cellular_Organisms	23	35	29	29	203	263	250	250	0.01039603900000	0.01579657900000	0.01309630900000	0.01309630900000	0.09158415800000	0.11858685800000	0.11273627300000	0.11273627300000
YNL261W	479	0.1260	5185	2	2	3667	14	7	0.8515671443	A	0	0	0	8	1	0	Eukaryota	6	7	10	10	72	77	105	105	0.01273486400000	0.01482254600000	0.02108559400000	0.02108559400000	0.15135699300000	0.16179540700000	0.22025052100000	0.22025052100000
YNL260C	198	0.2173	5186	2	2	1413	4	2	0.6529356061	A	0	0	0	10	1	0	Eukaryota	1	1	0	0	6	6	0	0	0.00555555500000	0.00555555500000	0.00050505000000	0.00050505000000	0.03282828200000	0.03282828200000	0.00252525200000	0.00252525200000
YNL259C	73	0.1894	5187	1	1	2134	1	0	0.9564410745	A	0	0	0	10	1	0	Cellular_Organisms	1	1	0	0	6	6	0	0	0.01506849300000	0.01506849300000	0.00136986300000	0.00136986300000	0.08904109500000	0.08904109500000	0.00684931500000	0.00684931500000
YNL258C	754	0.2078	5188	4	4	544	10	4	0.7936617327	A	0	0	0	7	1	0	Fungi	9	12	15	15	71	86	150	150	0.01206896500000	0.01604774500000	0.02002652500000	0.02002652500000	0.09482758600000	0.11472148500000	0.19960212200000	0.19960212200000
YNL257C	1229	0.1508	5189	4	4	3157	1	0	0.9791863004	A	0	0	0	10	1	0	Fungi	18	25	19	19	164	199	191	191	0.01472742000000	0.02042310800000	0.01554109000000	0.01554109000000	0.13384865700000	0.16232709500000	0.15581773700000	0.15581773700000
YNL256W	824	0.2198	5190	1	1	4433	1	0	0.7577279228	A	0	0	0	10	1	0	Cellular_Organisms	5	12	14	14	45	80	103	103	0.00618932000000	0.01468446600000	0.01711165000000	0.01711165000000	0.05521844600000	0.09769417400000	0.12560679600000	0.12560679600000
YNL255C	153	0.7520	5191	2	2	613	1	2	0.5785464325	A	0	0	0	10	1	0	Eukaryota	0	0	0	0	0	0	0	0	0.00065359400000	0.00065359400000	0.00065359400000	0.00065359400000	0.00326797300000	0.00326797300000	0.00326797300000	0.00326797300000
YNL254C	401	0.3063	5192	8	8	1217	0	0	0.8212877638	A	0	0	0	7	1	0	Saccharomycetales	3	5	3	4	29	39	25	30	0.00773067300000	0.01271820400000	0.00773067300000	0.01022443800000	0.07356608400000	0.09850374000000	0.06359102200000	0.07605985000000
YNL253W	422	0.2296	5193	1	1	4941	4	6	0.7902537239	A	0	0	0	10	1	0	Cellular_Organisms	5	10	10	11	37	62	73	78	0.01208530800000	0.02393364900000	0.02393364900000	0.02630331700000	0.08886255900000	0.14810426500000	0.17417061600000	0.18601895700000
YNL252C	281	0.2898	5194	2	2	2817	4	9	0.9028435772	A	0	0	0	10	1	0	Eukaryota	2	4	3	3	12	22	21	21	0.00747330900000	0.01459074700000	0.01103202800000	0.01103202800000	0.04448398500000	0.08007117400000	0.07651245500000	0.07651245500000
YNL251C	575	0.5084	5195	2	2	3716	3	12	1.0918680569	A	0	0	0	10	1	0	Eukaryota	5	6	7	7	38	43	56	56	0.00886956500000	0.01060869500000	0.01234782600000	0.01234782600000	0.06695652100000	0.07565217300000	0.09826086900000	0.09826086900000
YNL250W	1312	0.3528	5196	1	1	1592	9	3	0.6552896439	A	0	0	0	10	1	0	Cellular_Organisms	5	6	10	10	45	50	76	76	0.00388719500000	0.00464939000000	0.00769817000000	0.00769817000000	0.03467987800000	0.03849085300000	0.05830792600000	0.05830792600000
YNL249C	542	0.1557	5197	1	1	2554	4	0	0.7505761926	A	0	0	0	9	1	0	Cellular_Organisms	6	8	5	5	62	72	44	44	0.01125461200000	0.01494464900000	0.00940959400000	0.00940959400000	0.11531365300000	0.13376383700000	0.08210332100000	0.08210332100000
YNL248C	415	0.2978	5198	2	2	594	1	14	1.0290780183	A	0	0	0	10	1	0	Eukaryota	5	6	4	4	50	55	39	39	0.01228915600000	0.01469879500000	0.00987951800000	0.00987951800000	0.12168674600000	0.13373493900000	0.09518072200000	0.09518072200000
YNL247W	767	0.2893	5199	1	1	1208	0	0	0.7100824033	A	0	0	0	10	1	0	Cellular_Organisms	4	6	10	10	29	39	87	87	0.00534550100000	0.00795306300000	0.01316818700000	0.01316818700000	0.03846153800000	0.05149934800000	0.11408083400000	0.11408083400000
YNL246W	264	0.3454	5200	2	2	4795	3	1	0.8845634825	A	0	0	0	7	1	0	Eukaryota	2	4	3	3	17	27	31	31	0.00795454500000	0.01553030300000	0.01174242400000	0.01174242400000	0.06628787800000	0.10416666600000	0.11931818100000	0.11931818100000
YNL245C	179	0.5883	5201	3	3	3001	1	1	0.6775451789	A	0	0	0	7	1	0	Opisthokonta	0	0	1	1	0	0	6	6	0.00055865900000	0.00055865900000	0.00614525100000	0.00614525100000	0.00279329600000	0.00279329600000	0.03631284900000	0.03631284900000
YNL244C	108	0.3419	5202	1	1	3941	10	6	1.1697948916	A	0	0	0	10	1	0	Cellular_Organisms	0	0	1	1	0	0	7	7	0.00092592500000	0.00092592500000	0.01018518500000	0.01018518500000	0.00462962900000	0.00462962900000	0.06944444400000	0.06944444400000
YNL243W	968	0.3834	5203	2	2	1716	19	4	1.0037786194	A	0	0	0	10	1	0	Eukaryota	11	13	15	15	101	111	114	114	0.01146694200000	0.01353305700000	0.01559917300000	0.01559917300000	0.10485537100000	0.11518595000000	0.11828512300000	0.11828512300000
YNL242W	1592	0.2527	5204	2	2	2090	2	1	0.9481263586	A	0	0	0	10	1	0	Eukaryota	19	28	23	23	167	212	215	215	0.01199748700000	0.01765075300000	0.01451005000000	0.01451005000000	0.10521356700000	0.13347989900000	0.13536432100000	0.13536432100000
YNL241C	505	0.2425	5205	1	1	604	2	1	0.8317616688	A	0	0	0	10	1	0	Cellular_Organisms	5	7	5	5	42	52	42	42	0.01009900900000	0.01405940500000	0.01009900900000	0.01009900900000	0.08415841500000	0.10396039600000	0.08415841500000	0.08415841500000
YNL240C	491	0.3206	5206	1	1	4194	1	0	0.8636961920	A	0	0	0	10	1	0	Cellular_Organisms	4	6	3	3	28	38	21	21	0.00835030500000	0.01242362500000	0.00631364500000	0.00631364500000	0.05804480600000	0.07841140500000	0.04378818700000	0.04378818700000
YNL239W	454	0.2088	5207	1	1	4780	2	1	0.8419592147	A	0	0	0	9	1	0	Cellular_Organisms	6	9	8	8	44	59	79	79	0.01343612300000	0.02004405200000	0.01784140900000	0.01784140900000	0.09801762100000	0.13105726800000	0.17511013200000	0.17511013200000
YNL238W	814	0.3640	5208	1	1	5200	1	1	0.9695432693	A	0	0	0	10	1	0	Cellular_Organisms	9	11	9	9	97	107	93	93	0.01117936100000	0.01363636300000	0.01117936100000	0.01117936100000	0.11977886900000	0.13206388200000	0.11486486400000	0.11486486400000
YNL237W	459	0.0541	5209	4	4	1392	3	0	1.2267307653	A	0	0	0	9	1	0	Fungi	14	16	8	9	200	210	111	116	0.03071895400000	0.03507625200000	0.01764705800000	0.01982570800000	0.43681917200000	0.45860566400000	0.24291938900000	0.25381263600000
YNL236W	974	0.1904	5210	7	7	4210	14	23	0.9218265341	A	0	0	0	7	1	0	Saccharomyceta	14	25	17	17	114	169	161	161	0.01447638600000	0.02577002000000	0.01755646800000	0.01755646800000	0.11755646800000	0.17402464000000	0.16581108800000	0.16581108800000
YNL235C	143	0.0988	5211	10	10	4430	0	0	1.4373388793	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	2	4	2	2	34	44	14	14	0.01468531400000	0.02867132800000	0.01468531400000	0.01468531400000	0.24125874100000	0.31118881100000	0.10139860100000	0.10139860100000
YNL234W	426	0.3968	5212	1	1	4937	6	0	0.9573369900	A	0	0	0	8	1	0	Cellular_Organisms	4	6	4	4	31	41	36	36	0.00962441300000	0.01431924800000	0.00962441300000	0.00962441300000	0.07394366100000	0.09741784000000	0.08568075100000	0.08568075100000
YNL233W	892	0.6074	5213	4	4	2961	5	1	0.9022304224	A	0	0	0	9	1	0	Fungi	1	2	4	5	8	13	35	40	0.00123318300000	0.00235426000000	0.00459641200000	0.00571748800000	0.00952914700000	0.01513452900000	0.03979820600000	0.04540358700000
YNL232W	292	0.4829	5214	2	2	2026	2	15	1.1183809477	A	0	0	0	10	1	0	Eukaryota	2	3	4	4	16	21	28	28	0.00719178000000	0.01061643800000	0.01404109500000	0.01404109500000	0.05650684900000	0.07363013600000	0.09760273900000	0.09760273900000
YNL231C	351	0.2394	5215	2	2	5210	2	0	0.9464553875	A	0	0	0	10	1	0	Eukaryota	1	5	3	4	7	27	19	24	0.00313390300000	0.01452991400000	0.00883190800000	0.01168091100000	0.02136752100000	0.07834757800000	0.05555555500000	0.06980056900000
YNL230C	379	0.5012	5216	3	3	361	2	0	0.9753077885	A	0	0	0	10	1	0	Opisthokonta	3	3	2	2	24	24	12	12	0.00817941900000	0.00817941900000	0.00554089700000	0.00554089700000	0.06464379900000	0.06464379900000	0.03298153000000	0.03298153000000
YNL229C	354	0.3295	5217	1	1	1231	21	0	0.8220722733	A	0	0	0	10	1	0	Cellular_Organisms	2	4	7	7	14	24	64	64	0.00593220300000	0.01158192000000	0.02005649700000	0.02005649700000	0.04096045100000	0.06920903900000	0.18220338900000	0.18220338900000
YNL228W	258	0.0467	5218	10	10	4410	0	0	1.5494731226	A	0	0	0		0	0	Saccharomyces_cerevisiae	4	5	6	6	69	74	83	83	0.01589147200000	0.01976744100000	0.02364341000000	0.02364341000000	0.26937984400000	0.28875968900000	0.32364341000000	0.32364341000000
YNL227C	590	0.4374	5219	1	1	5207	4	0	0.8646462020	A	0	0	0	10	1	0	Cellular_Organisms	3	4	3	4	36	41	40	45	0.00525423700000	0.00694915200000	0.00525423700000	0.00694915200000	0.06186440600000	0.07033898300000	0.06864406700000	0.07711864400000
YNL226W	136	0.0371	5220	10	10	431	0	0	1.0066317454	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	2	3	2	2	31	36	29	29	0.01544117600000	0.02279411700000	0.01544117600000	0.01544117600000	0.23161764700000	0.26838235200000	0.21691176400000	0.21691176400000
YNL225C	581	0.4517	5221	1	1	5248	11	1	0.9454246168	A	0	0	0	7	1	0	Cellular_Organisms	2	3	4	4	12	17	35	35	0.00361445700000	0.00533562800000	0.00705679800000	0.00705679800000	0.02151462900000	0.03012048100000	0.06110154900000	0.06110154900000
YNL224C	767	0.5284	5222	2	2	2622	3	1	0.8914049923	A	0	0	0	10	1	0	Eukaryota	2	5	5	5	12	27	37	37	0.00273794000000	0.00664928200000	0.00664928200000	0.00664928200000	0.01629726200000	0.03585397600000	0.04889178600000	0.04889178600000
YNL223W	494	0.2876	5223	2	2	1495	3	0	0.9879539508	A	0	0	0	10	1	0	Eukaryota	5	6	2	2	36	41	14	14	0.01032388600000	0.01234817800000	0.00425101200000	0.00425101200000	0.07388663900000	0.08400809700000	0.02935222600000	0.02935222600000
YNL222W	206	0.3435	5224	2	2	928	4	14	0.9648987072	A	0	0	0	10	1	0	Eukaryota	1	1	1	1	9	9	7	7	0.00533980500000	0.00533980500000	0.00533980500000	0.00533980500000	0.04611650400000	0.04611650400000	0.03640776600000	0.03640776600000
YNL221C	875	0.3505	5225	2	2	193	8	8	0.9728007045	A	0	0	0	10	1	0	Eukaryota	8	10	5	5	66	76	41	41	0.00925714200000	0.01154285700000	0.00582857100000	0.00582857100000	0.07600000000000	0.08742857100000	0.04742857100000	0.04742857100000
YNL220W	433	0.2135	5226	1	1	4278	2	0	0.9191926046	A	0	0	0	10	1	0	Cellular_Organisms	2	5	0	0	27	42	0	0	0.00484988400000	0.01177829000000	0.00023094600000	0.00023094600000	0.06351039200000	0.09815242400000	0.00115473400000	0.00115473400000
YNL219C	555	0.0462	5227	2	2	917	9	0	0.8957172105	A	0	0	0	10	1	0	Eukaryota	14	17	17	17	160	175	184	184	0.02540540500000	0.03081081000000	0.03081081000000	0.03081081000000	0.28918918900000	0.31621621600000	0.33243243200000	0.33243243200000
YNL218W	587	0.3312	5228	1	1	4058	11	1	0.9795182326	A	0	0	0	10	1	0	Cellular_Organisms	5	6	11	11	31	36	74	74	0.00868824500000	0.01039182200000	0.01890971000000	0.01890971000000	0.05366269100000	0.06218057900000	0.12691652400000	0.12691652400000
YNL217W	326	0.1829	5229	1	1	3345	2	0	0.8149041060	A	0	0	0	9	1	0	Cellular_Organisms	4	6	4	4	37	47	39	39	0.01257668700000	0.01871165600000	0.01257668700000	0.01257668700000	0.11503067400000	0.14570552100000	0.12116564400000	0.12116564400000
YNL216W	827	0.5571	5230	2	2	2307	10	1	1.0394357201	A	0	0	0	7	1	0	Eukaryota	4	6	7	7	27	37	60	60	0.00495767800000	0.00737605800000	0.00858524700000	0.00858524700000	0.03325272000000	0.04534461900000	0.07315598500000	0.07315598500000
YNL215W	320	0.7238	5231	4	4	2876	1	6	1.0316835336	A	0	0	0	10	1	0	Fungi	0	1	0	0	0	5	0	0	0.00031250000000	0.00343750000000	0.00031250000000	0.00031250000000	0.00156250000000	0.01718750000000	0.00156250000000	0.00156250000000
YNL214W	199	0.2270	5232	8	8	118	4	1	1.0799304543	A	0	0	0	6	1	0	Saccharomycetales	2	3	5	5	21	26	54	54	0.01055276300000	0.01557788900000	0.02562814000000	0.02562814000000	0.10804020100000	0.13316582900000	0.27386934600000	0.27386934600000
YNL213C	214	0.4437	5233	2	2	1910	1	0	0.7555972740	A	0	0	0	10	1	0	Eukaryota	0	0	0	0	0	0	0	0	0.00046728900000	0.00046728900000	0.00046728900000	0.00046728900000	0.00233644800000	0.00233644800000	0.00233644800000	0.00233644800000
YNL212W	782	0.3202	5234	2	2	5423	2	2	0.8734026688	A	0	0	0	10	1	0	Eukaryota	7	11	7	8	70	90	63	68	0.00907928300000	0.01419437300000	0.00907928300000	0.01035805600000	0.09015345200000	0.11572890000000	0.08120204600000	0.08759590700000
YNL211C	86	0.1252	5235	7	7	368	2	0	0.8097072775	A	0	0	0	7	1	0	Saccharomyceta	1	1	0	1	8	8	0	5	0.01279069700000	0.01279069700000	0.00116279000000	0.01279069700000	0.09883720900000	0.09883720900000	0.00581395300000	0.06395348800000
YNL210W	270	0.1547	5236	8	8	3816	11	0	0.8347641832	A	0	0	0	6	1	0	Saccharomycetales	6	8	3	3	56	66	30	30	0.02259259200000	0.03000000000000	0.01148148100000	0.01148148100000	0.20925925900000	0.24629629600000	0.11296296200000	0.11296296200000
YNL209W	613	0.3180	5237	1	1	4766	0	9	0.7109495854	A	0	0	0	10	1	0	Cellular_Organisms	2	5	7	7	14	29	42	42	0.00342577400000	0.00831973800000	0.01158238100000	0.01158238100000	0.02365415900000	0.04812398000000	0.06933115800000	0.06933115800000
YNL208W	199	0.8339	5238	7	7	1444	3	0	1.0481546336	A	0	0	0	9	1	0	Saccharomyceta	1	2	2	2	7	12	13	13	0.00552763800000	0.01055276300000	0.01055276300000	0.01055276300000	0.03768844200000	0.06281407000000	0.06783919500000	0.06783919500000
YNL207W	425	0.3850	5239	1	1	2062	2	23	0.9944881211	A	0	0	0	10	1	0	Cellular_Organisms	1	5	3	6	6	26	20	35	0.00258823500000	0.01200000000000	0.00729411700000	0.01435294100000	0.01529411700000	0.06235294100000	0.04823529400000	0.08352941100000
YNL206C	455	0.4332	5240	2	2	5075	8	0	1.0898168152	A	0	0	0	10	1	0	Eukaryota	2	5	4	5	15	30	29	34	0.00461538400000	0.01120879100000	0.00901098900000	0.01120879100000	0.03406593400000	0.06703296700000	0.06483516400000	0.07582417500000
YNL205C	140	0.0839	5241	10	10	2329	0	0	1.0656986146	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	2	3	2	2	17	22	38	38	0.01500000000000	0.02214285700000	0.01500000000000	0.01500000000000	0.12500000000000	0.16071428500000	0.27500000000000	0.27500000000000
YNL204C	300	0.3813	5242	2	2	3772	6	0	0.6403797590	A	0	0	0	10	1	0	Eukaryota	1	2	5	5	13	18	36	36	0.00366666600000	0.00700000000000	0.01700000000000	0.01700000000000	0.04500000000000	0.06166666600000	0.12166666600000	0.12166666600000
YNL203C	203	0.1492	5243	10	10	5087	0	0	0.9174404694	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	4	4	3	3	38	38	51	51	0.02019704400000	0.02019704400000	0.01527093500000	0.01527093500000	0.18965517200000	0.18965517200000	0.25369458100000	0.25369458100000
YNL202W	292	0.1536	5244	1	1	4076	2	0	0.7081147344	A	0	0	0	10	1	0	Cellular_Organisms	6	7	5	5	55	60	39	39	0.02089041000000	0.02431506800000	0.01746575300000	0.01746575300000	0.19006849300000	0.20719178000000	0.13527397200000	0.13527397200000
YNL201C	858	0.2938	5245	2	2	3453	16	11	1.1903936063	A	0	0	0	10	1	0	Eukaryota	13	15	10	10	126	136	109	109	0.01526806500000	0.01759906700000	0.01177156100000	0.01177156100000	0.14743589700000	0.15909090900000	0.12762237700000	0.12762237700000
YNL200C	246	0.1978	5246	1	1	2466	0	0	0.8963414634	A	0	0	0	10	1	0	Cellular_Organisms	2	3	3	3	21	26	23	23	0.00853658500000	0.01260162600000	0.01260162600000	0.01260162600000	0.08739837300000	0.10772357700000	0.09552845500000	0.09552845500000
YNL199C	534	0.5912	5247	8	8	3251	14	2	1.0053567989	A	0	0	0	6	1	0	Saccharomycetales	2	2	3	4	24	24	48	53	0.00393258400000	0.00393258400000	0.00580524300000	0.00767790200000	0.04588014900000	0.04588014900000	0.09082397000000	0.10018726500000
YNL198C	100	0.1581	5248	10	10	986	0	0	1.2885500113	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	2	2	2	2	18	18	16	16	0.02100000000000	0.02100000000000	0.02100000000000	0.02100000000000	0.18500000000000	0.18500000000000	0.16500000000000	0.16500000000000
YNL197C	661	0.6007	5249	2	2	5231	0	0	0.9866340254	A	0	0	0	10	1	0	Eukaryota	2	2	3	3	28	28	42	42	0.00317700400000	0.00317700400000	0.00468986300000	0.00468986300000	0.04311649000000	0.04311649000000	0.06429652000000	0.06429652000000
YNL196C	298	0.5347	5250	10	10	3560	3	0	0.8839910414	A	0	1	0	9	1	0	Saccharomyces_cerevisiae	0	0	3	3	0	0	39	39	0.00033557000000	0.00033557000000	0.01040268400000	0.01040268400000	0.00167785200000	0.00167785200000	0.13255033500000	0.13255033500000
YNL195C	261	0.7821	5251	9	9	1167	0	0	0.7034624017	A	0	0	0	5	1	0	Saccharomycetaceae	0	0	0	1	0	0	0	5	0.00038314100000	0.00038314100000	0.00038314100000	0.00421455900000	0.00191570800000	0.00191570800000	0.00191570800000	0.02107279600000
YNL194C	301	0.1929	5252	6	6	358	3	0	1.4366511214	A	0	0	0	9	1	0	Ascomycota	5	5	8	8	92	92	119	119	0.01694352100000	0.01694352100000	0.02691029900000	0.02691029900000	0.30730897000000	0.30730897000000	0.39700996600000	0.39700996600000
YNL193W	558	0.2332	5253	5	5	4245	1	0	1.0530939988	A	0	0	0	9	1	0	Dikarya	8	13	10	10	60	85	100	100	0.01451612900000	0.02347670200000	0.01810035800000	0.01810035800000	0.10842293900000	0.15322580600000	0.18010752600000	0.18010752600000
YNL192W	1131	0.3121	5254	1	1	3359	0	1	1.2840382811	A	0	0	0	10	1	0	Cellular_Organisms	18	18	16	16	222	222	246	246	0.01600353600000	0.01600353600000	0.01423519000000	0.01423519000000	0.19672855800000	0.19672855800000	0.21794871700000	0.21794871700000
YNL191W	357	0.2852	5255	1	1	2417	2	0	0.7519897855	A	0	0	0	9	1	0	Cellular_Organisms	3	4	5	5	18	23	37	37	0.00868347300000	0.01148459300000	0.01428571400000	0.01428571400000	0.05182072800000	0.06582633000000	0.10504201600000	0.10504201600000
YNL190W	204	0.6319	5256	1	1	1171	2	0	1.6437507530	A	0	0	0	10	1	0	Cellular_Organisms	2	2	0	0	32	32	0	0	0.01029411700000	0.01029411700000	0.00049019600000	0.00049019600000	0.15931372500000	0.15931372500000	0.00245098000000	0.00245098000000
YNL189W	542	0.3244	5257	2	2	1838	144	29	0.8834360275	A	0	0	0	10	1	0	Eukaryota	3	10	13	13	22	57	95	95	0.00571955700000	0.01863468600000	0.02416974100000	0.02416974100000	0.04151291500000	0.10608856000000	0.17619926100000	0.17619926100000
YNL188W	433	0.5384	5258	10	10	5226	6	0	0.8812362920	A	0	1	0	4	1	0	Saccharomyces_cerevisiae	1	1	3	3	20	20	35	35	0.00254041500000	0.00254041500000	0.00715935300000	0.00715935300000	0.04734411000000	0.04734411000000	0.08198614300000	0.08198614300000
YNL187W	357	0.2654	5259	2	2	520	2	0	0.6797969188	A	0	0	0	6	1	0	Eukaryota	1	3	4	5	10	20	32	37	0.00308123200000	0.00868347300000	0.01148459300000	0.01428571400000	0.02941176400000	0.05742296900000	0.09103641400000	0.10504201600000
YNL186W	792	0.5452	5260	2	2	2216	3	2	0.9669456988	A	0	0	0	10	1	0	Eukaryota	6	6	8	8	52	52	74	74	0.00770202000000	0.00770202000000	0.01022727200000	0.01022727200000	0.06628787800000	0.06628787800000	0.09406565600000	0.09406565600000
YNL185C	158	0.3234	5261	1	1	566	0	0	1.3437569133	A	0	0	0	10	1	0	Cellular_Organisms	0	1	0	0	0	5	0	0	0.00063291100000	0.00696202500000	0.00063291100000	0.00063291100000	0.00316455600000	0.03481012600000	0.00316455600000	0.00316455600000
YNL184C	108	0.2742	5262	10	10	4077	0	0	0.9834558824	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	1	2	1	1	13	18	22	22	0.01018518500000	0.01944444400000	0.01018518500000	0.01018518500000	0.12500000000000	0.17129629600000	0.20833333300000	0.20833333300000
YNL183C	790	0.4899	5263	1	1	813	2	0	0.9765893412	A	0	0	0	10	1	0	Cellular_Organisms	3	5	11	12	35	45	84	89	0.00392405000000	0.00645569600000	0.01405063200000	0.01531645500000	0.04493670800000	0.05759493600000	0.10696202500000	0.11329113900000
YNL182C	555	0.2718	5264	2	2	1648	11	13	0.7838768746	A	0	0	0	9	1	0	Eukaryota	4	10	10	10	28	58	84	84	0.00738738700000	0.01819819800000	0.01819819800000	0.01819819800000	0.05135135100000	0.10540540500000	0.15225225200000	0.15225225200000
YNL181W	407	0.2348	5265	1	1	3518	1	0	1.1540301063	A	0	0	0	10	1	0	Cellular_Organisms	8	9	7	7	74	79	66	66	0.01990171900000	0.02235872200000	0.01744471700000	0.01744471700000	0.18304668300000	0.19533169500000	0.16339066300000	0.16339066300000
YNL180C	331	0.5482	5266	1	1	527	4	1	1.0923587729	A	0	0	0	10	1	0	Cellular_Organisms	3	4	2	3	20	25	15	20	0.00936555800000	0.01238670600000	0.00634441000000	0.00936555800000	0.06193353400000	0.07703927400000	0.04682779400000	0.06193353400000
