GeneUID	SequenceUID	CordesBinaryHydrophobicDispersionBlock6
YMR260C	5025	0.7719826949
YMR261C	5026	0.9095399016
YMR262W	5027	0.7489863732
YMR263W	5028	0.9659716339
YMR264W	5029	1.0723917352
YMR265C	5030	0.9215738493
YMR266W	5031	1.3065612207
YMR267W	5032	0.8230352642
YMR268C	5033	0.9844833274
YMR269W	5034	1.7484967320
YMR270C	5035	0.6583436142
YMR271C	5036	1.1602558663
YMR272C	5037	1.3044021112
YMR272W-A	5038	1.0937500000
YMR272W-B	5039	0.4183198564
YMR273C	5040	1.0321990649
YMR274C	5041	0.9866565062
YMR275C	5042	0.7802309418
YMR276W	5043	0.9767491696
YMR277W	5044	0.9991215225
YMR278W	5045	0.9139471869
YMR279C	5046	1.3269081751
YMR280C	5047	1.0775977334
YMR281W	5048	0.9098568062
YMR282C	5049	0.8210874376
YMR283C	5050	0.8292247223
YMR284W	5051	0.8655561652
YMR285C	5052	0.8939934031
YMR286W	5053	0.8710881931
YMR287C	5054	0.8367893237
YMR288W	5055	1.1676611106
YMR289W	5056	0.9685247897
YMR290C	5057	1.2814729102
YMR290W-A	5058	1.9335949765
YMR291W	5059	0.8966471477
YMR292W	5060	1.3312384045
YMR293C	5061	0.7652464176
YMR294W	5062	0.6929509022
YMR294W-A	5063	1.1549262869
YMR295C	5064	0.9500498610
YMR296C	5065	0.9781598537
YMR297W	5066	0.9429202801
YMR298W	5067	1.2548758865
YMR299C	5068	1.0213464696
YMR300C	5069	1.0890769620
YMR301C	5070	0.8531263906
YMR302C	5071	0.8993466487
YMR303C	5072	0.9556303550
YMR304W	5073	0.8432999736
YMR304C-A	5074	0.5484531354
YMR305C	5075	0.9306310929
YMR306W	5076	1.2045346862
YMR306C-A	5077	1.7543927936
YMR307W	5078	1.1931967908
YMR307C-A	5079	0.9746530273
YMR308C	5080	0.9992957481
YMR309C	5081	0.8688374890
YMR310C	5082	0.7884147474
YMR311C	5083	0.9934913756
YMR312W	5084	0.9165383213
YMR313C	5085	0.9006703847
YMR314W	5086	0.9940898759
YMR315W	5087	0.9396242281
YMR315W-A	5088	0.6190158970
YMR316W	5089	0.9228650138
YMR316C-A	5090	0.4320841189
YMR316C-B	5091	2.3220711715
YMR317W	5092	1.0183938576
YMR318C	5093	1.4118975017
YMR319C	5094	1.5564215877
YMR320W	5095	0.7653831505
YMR321C	5096	1.1164325163
YMR322C	5097	0.8770946813
YMR323W	5098	0.9018040439
YMR324C	5099	1.1095820482
YMR325W	5100	1.2932915413
YMR326C	5101	0.7618534483
YNL339C	5102	1.0916245295
YNL339W-B	5103	1.0542841929
YNL339W-A	5104	1.2813023003
YNL338W	5105	1.2496651374
YNL337W	5106	0.4256410256
YNL336W	5107	1.0983705357
YNL335W	5108	0.5845234822
YNL334C	5109	0.7769216758
YNL333W	5110	0.9593229311
YNL332W	5111	0.9107926642
YNL331C	5112	0.9420754957
YNL330C	5113	0.8726671833
YNL329C	5114	0.7653071036
YNL328C	5115	1.0764313245
YNL327W	5116	0.9453331734
YNL326C	5117	0.9757750541
YNL325C	5118	0.9138426709
YNL324W	5119	1.1692554049
YNL323W	5120	1.3887643472
YNL322C	5121	1.3429790267
YNL321W	5122	1.5776794095
YNL320W	5123	1.1856670843
YNL319W	5124	1.0640220118
YNL318C	5125	1.4287334331
YNL317W	5126	0.9535292261
YNL316C	5127	1.0145685409
YNL315C	5128	0.9319287081
YNL314W	5129	0.9956474792
YNL313C	5130	0.8524588046
YNL312W	5131	1.0625996402
YNL311C	5132	0.8633194011
YNL310C	5133	0.7722109865
YNL309W	5134	1.3677960717
YNL308C	5135	1.0968850094
YNL307C	5136	1.0089854086
YNL306W	5137	0.8211852732
YNL305C	5138	1.4479012221
YNL304W	5139	0.9570461455
YNL303W	5140	1.5878275172
YNL302C	5141	0.6521739130
YNL301C	5142	0.8892642205
YNL300W	5143	2.8668762089
YNL299W	5144	1.0749235077
YNL298W	5145	1.1949029145
YNL297C	5146	0.8974331875
YNL296W	5147	1.6251889929
YNL295W	5148	0.7170610181
YNL294C	5149	1.3164255086
YNL293W	5150	1.0923627079
YNL292W	5151	0.8103767567
YNL291C	5152	0.9450492020
YNL290W	5153	0.9694182490
YNL289W	5154	0.7600912295
YNL288W	5155	1.1336057554
YNL287W	5156	0.8541973900
YNL286W	5157	0.9475576494
YNL285W	5158	1.3388485035
YNL284C-B	5159	1.0462289704
YNL284C-A	5160	0.9620259278
YNL284C	5161	0.7378873581
YNL283C	5162	1.8807923436
YNL282W	5163	0.6399846580
YNL281W	5164	0.6988545042
YNL280C	5165	1.2463279079
YNL279W	5166	1.3506230154
YNL278W	5167	1.1046230871
YNL277W-A	5168	1.5205046805
YNL277W	5169	0.9373331311
YNL276C	5170	1.0651845756
YNL275W	5171	1.5757203644
YNL274C	5172	0.8360400575
YNL273W	5173	0.9774043113
YNL272C	5174	1.0719302407
YNL271C	5175	0.8931579515
YNL270C	5176	1.3535259439
YNL269W	5177	1.2179027911
YNL268W	5178	1.4084981757
YNL267W	5179	0.9428850315
YNL266W	5180	1.3081178519
YNL265C	5181	1.1109021536
YNL264C	5182	0.9527009006
YNL263C	5183	1.1462391433
YNL262W	5184	0.8100374190
YNL261W	5185	0.8846842888
YNL260C	5186	0.7740617115
YNL259C	5187	0.5538383028
YNL258C	5188	0.7742378118
YNL257C	5189	1.0443622721
YNL256W	5190	0.8735866025
YNL255C	5191	0.8577882213
YNL254C	5192	0.9438020354
YNL253W	5193	0.8403176791
YNL252C	5194	0.9715845321
YNL251C	5195	1.1445838139
YNL250W	5196	0.7711254377
YNL249C	5197	0.8323994034
YNL248C	5198	1.1874727302
YNL247W	5199	0.6811311912
YNL246W	5200	0.9267089500
YNL245C	5201	0.8414986647
YNL244C	5202	0.5811330214
YNL243W	5203	1.0375367826
YNL242W	5204	0.9980573976
YNL241C	5205	0.8211626567
YNL240C	5206	0.7831193080
YNL239W	5207	0.8350708809
YNL238W	5208	1.0302288054
YNL237W	5209	1.4246653722
YNL236W	5210	1.0062846337
YNL235C	5211	1.7337045788
YNL234W	5212	0.9133089133
YNL233W	5213	0.9315000070
YNL232W	5214	1.3415568227
YNL231C	5215	1.0861321070
YNL230C	5216	1.0023237573
YNL229C	5217	0.9528637042
YNL228W	5218	1.5318843952
YNL227C	5219	1.1427798695
YNL226W	5220	1.0814263770
YNL225C	5221	0.9464753660
YNL224C	5222	0.9199821436
YNL223W	5223	1.1468968086
YNL222W	5224	0.8403063002
YNL221C	5225	0.9257735800
YNL220W	5226	0.8831076279
YNL219C	5227	1.0566948131
YNL218W	5228	0.9827963484
YNL217W	5229	0.9990052258
YNL216W	5230	0.9494121485
YNL215W	5231	0.9901898378
YNL214W	5232	1.3482790459
YNL213C	5233	0.8770522058
YNL212W	5234	0.9788112698
YNL211C	5235	0.8946340551
YNL210W	5236	0.7966797838
YNL209W	5237	0.9142371076
YNL208W	5238	1.7670717593
YNL207W	5239	0.9319332154
YNL206C	5240	0.8782242993
YNL205C	5241	1.1107326710
YNL204C	5242	0.9050873938
YNL203C	5243	0.9834166872
YNL202W	5244	0.9539423710
YNL201C	5245	1.0622581448
YNL200C	5246	1.2390391791
YNL199C	5247	0.9433661122
YNL198C	5248	1.1644169368
YNL197C	5249	1.1201776601
YNL196C	5250	0.9057332947
YNL195C	5251	0.9378007207
YNL194C	5252	1.4934267490
YNL193W	5253	0.9213984948
YNL192W	5254	1.2213531266
YNL191W	5255	0.8793916049
YNL190W	5256	2.0687211094
YNL189W	5257	1.0228981945
YNL188W	5258	0.8558672295
YNL187W	5259	0.7777518515
YNL186W	5260	0.9776081425
YNL185C	5261	1.0951566952
YNL184C	5262	0.8174178762
YNL183C	5263	1.2588219428
YNL182C	5264	0.7248739847
YNL181W	5265	1.1517600760
YNL180C	5266	1.1215337500
YNL179C	5267	1.7713813979
YNL178W	5268	0.9134365820
YNL177C	5269	0.7509561124
YNL176C	5270	1.1063118114
YNL175C	5271	1.0389191513
YNL174W	5272	0.8940578556
YNL173C	5273	0.8803130511
YNL172W	5274	1.1261873883
YNL171C	5275	0.8467719838
YNL170W	5276	0.8025751619
YNL169C	5277	1.0618943062
YNL168C	5278	0.7792866405
YNL167C	5279	0.9989945358
YNL166C	5280	0.9947170249
YNL165W	5281	1.0671349949
YNL164C	5282	1.0821690945
YNL163C	5283	0.9659744431
YNL162W-A	5284	0.6128095507
YNL162W	5285	1.2151562500
YNL161W	5286	0.9884317618
YNL160W	5287	1.2083621668
YNL159C	5288	1.3859697287
YNL158W	5289	1.1279398172
YNL157W	5290	0.9318722107
YNL156C	5291	1.4852447662
YNL155W	5292	0.8843030188
YNL154C	5293	1.4475104261
YNL153C	5294	0.9722126909
YNL152W	5295	1.1323769656
YNL151C	5296	1.0101698799
YNL150W	5297	1.4768543403
YNL149C	5298	1.3799342105
YNL148C	5299	0.7736512165
YNL147W	5300	1.8962373570
YNL146C-A	5301	0.9998558082
YNL146W	5302	2.0144183634
YNL145W	5303	2.2536696395
YNL144C	5304	0.9626583843
YNL144W-A	5305	0.5726171976
YNL143C	5306	1.5384404634
YNL142W	5307	1.4127713135
YNL141W	5308	0.7328682776
YNL140C	5309	0.8059819743
YNL139C	5310	1.1806943936
YNL138W-A	5311	0.6583227121
YNL138W	5312	1.1201585668
YNL137C	5313	0.7801719494
YNL136W	5314	1.1008516948
YNL135C	5315	0.3138888889
YNL134C	5316	0.9918737988
YNL133C	5317	0.9564163320
YNL132W	5318	1.0425791170
YNL131W	5319	0.8148333779
YNL130C	5320	1.2812280300
YNL130C-A	5321	2.4512471655
YNL129W	5322	0.9859033713
YNL128W	5323	0.8352549759
YNL127W	5324	0.9777731918
YNL126W	5325	0.8212758051
YNL125C	5326	1.3902891294
YNL124W	5327	1.0087987927
YNL123W	5328	0.8920012930
YNL122C	5329	0.7484758092
YNL121C	5330	1.0635715684
YNL120C	5331	1.0725088183
YNL119W	5332	0.7890248990
YNL118C	5333	1.0401964821
YNL117W	5334	0.7639309803
YNL116W	5335	0.9306508471
YNL115C	5336	1.0929892482
YNL114C	5337	1.3456630224
YNL113W	5338	0.9137312111
YNL112W	5339	1.1167316489
YNL111C	5340	1.9534044902
YNL110C	5341	1.3394177778
YNL109W	5342	0.9211202735
YNL108C	5343	0.7989411157
YNL107W	5344	0.7623349053
YNL106C	5345	1.1475527321
YNL105W	5346	1.3469115894
YNL104C	5347	0.8703606593
YNL103W-A	5348	0.4727913306
YNL103W	5349	1.0026559803
YNL102W	5350	0.9546395089
YNL101W	5351	1.3935373815
YNL100W	5352	1.3269938334
YNL099C	5353	1.1719192395
YNL098C	5354	1.0718117338
YNL097C-B	5355	0.9955634945
YNL097C	5356	0.8130474462
YNL097W-A	5357	1.0968265628
YNL096C	5358	0.9266225032
YNL095C	5359	1.5100256521
YNL094W	5360	0.8711334166
YNL093W	5361	1.3494394661
YNL092W	5362	0.7668427888
YNL091W	5363	1.0941380620
YNL090W	5364	0.8617189262
YNL089C	5365	1.1784441113
YNL088W	5366	1.0169346241
YNL087W	5367	1.0001662323
YNL086W	5368	0.9300548589
YNL085W	5369	1.0103600418
YNL084C	5370	0.8698936443
YNL083W	5371	1.0979910155
YNL082W	5372	0.9933197482
YNL081C	5373	0.6630104639
YNL080C	5374	1.2413368864
YNL079C	5375	0.8043993678
YNL078W	5376	0.9991154718
YNL077W	5377	1.1404734726
YNL076W	5378	1.0122658582
YNL075W	5379	0.7362917653
YNL074C	5380	0.8239629551
YNL073W	5381	0.7814544380
YNL072W	5382	1.0785633732
YNL071W	5383	0.7978174884
YNL070W	5384	1.7266865079
YNL069C	5385	0.6485607154
YNL068C	5386	1.0237455175
YNL067W-A	5387	0.7042957043
YNL067W-B	5388	1.1288262423
YNL067W	5389	0.5811025252
YNL066W	5390	0.7655267518
YNL065W	5391	1.5424003769
YNL064C	5392	1.2698393820
YNL063W	5393	0.9384984481
YNL062C	5394	0.9820381167
YNL061W	5395	1.1107457888
YNL059C	5396	0.9368779164
YNL058C	5397	1.5035559641
YNL057W	5398	0.9897315775
YNL056W	5399	0.8302484493
YNL055C	5400	0.7264076960
YNL054W-A	5401	1.0366732999
YNL054W	5402	1.0746014117
YNL053W	5403	0.8649889328
YNL052W	5404	1.2850977794
YNL051W	5405	0.6369330448
YNL050C	5406	0.9733552632
YNL049C	5407	0.8370772477
YNL048W	5408	0.9526925057
YNL047C	5409	1.0797192276
YNL046W	5410	1.5382216600
YNL045W	5411	0.9262654165
YNL044W	5412	1.4512694157
YNL043C	5413	0.8204124579
YNL042W-B	5414	1.3739229025
YNL042W	5415	1.1576476652
YNL041C	5416	0.7947039043
YNL040W	5417	0.7049978687
YNL039W	5418	0.8309925734
YNL038W	5419	1.2666751536
YNL037C	5420	0.9009407789
YNL036W	5421	1.0022849881
YNL035C	5422	0.7662953140
YNL034W	5423	0.8390659078
YNL033W	5424	1.2367064281
YNL032W	5425	0.8603225383
YNL031C	5426	0.7904888791
YNL030W	5427	0.8475115741
YNL029C	5428	0.7809115550
YNL028W	5429	0.8902811178
YNL027W	5430	0.9525343653
YNL026W	5431	0.8103377598
YNL025C	5432	0.8793711420
YNL024C-A	5433	1.5386996904
YNL024C	5434	0.7507619426
YNL023C	5435	0.8939477099
YNL022C	5436	0.8403460399
YNL021W	5437	0.9767515491
YNL020C	5438	1.1198663803
YNL019C	5439	1.2557450273
YNL018C	5440	0.8630440874
YNL017C	5441	1.1772680403
YNL016W	5442	1.2543308758
YNL015W	5443	0.8300180173
YNL014W	5444	0.9284906855
YNL013C	5445	0.9699345350
YNL012W	5446	1.0042093657
YNL011C	5447	0.6611529445
YNL010W	5448	0.8841976080
YNL009W	5449	0.9499264589
YNL008C	5450	1.0255368804
YNL007C	5451	1.5276719231
YNL006W	5452	0.8637224581
YNL005C	5453	0.7751492784
YNL004W	5454	1.1270793132
YNL003C	5455	1.1939488621
YNL002C	5456	0.9998514815
YNL001W	5457	0.7907857637
YNR001C	5458	1.1219228916
YNR001W-A	5459	0.7196131528
YNR002C	5460	1.5546898539
YNR003C	5461	0.7310850518
YNR003W-A	5462	1.3105802174
YNR004W	5463	0.5326143887
YNR005C	5464	0.9394139224
YNR006W	5465	0.9801513469
YNR007C	5466	0.9515699641
YNR008W	5467	1.0635081227
YNR009W	5468	1.2337077605
YNR010W	5469	0.7015021260
YNR011C	5470	0.9582853986
YNR012W	5471	0.9336249310
YNR013C	5472	1.3855950461
YNR014W	5473	1.0505773641
YNR015W	5474	1.0453484258
YNR016C	5475	0.9732801028
YNR017W	5476	1.1610073954
YNR018W	5477	1.2219896020
YNR019W	5478	1.1182446157
YNR020C	5479	1.0920690155
YNR021W	5480	0.9793148228
YNR022C	5481	0.9557133838
YNR023W	5482	0.7990698599
YNR024W	5483	1.0173961841
YNR025C	5484	1.6456756581
YNR026C	5485	0.9255293383
YNR027W	5486	0.7657385716
YNR028W	5487	1.0723542144
YNR029C	5488	0.8261943797
YNR030W	5489	1.2115200392
YNR031C	5490	0.9641089423
YNR032W	5491	0.8763546937
YNR032C-A	5492	0.7871396896
YNR033W	5493	0.9499100315
YNR034W	5494	1.1014306949
YNR034W-A	5495	0.8860853446
YNR035C	5496	0.7384745265
YNR036C	5497	0.9069550468
YNR037C	5498	0.8977187029
YNR038W	5499	0.9138608572
YNR039C	5500	1.1190693424
YNR040W	5501	0.8950530696
YNR041C	5502	1.5488856745
YNR042W	5503	1.0018936914
YNR043W	5504	0.9461875843
YNR044W	5505	1.1971860509
YNR045W	5506	0.9165269282
YNR046W	5507	0.7804284917
YNR047W	5508	1.1188060890
YNR048W	5509	1.2926835594
YNR049C	5510	1.0104198352
YNR050C	5511	0.8639505916
YNR051C	5512	0.9813885553
YNR052C	5513	0.9783030023
YNR053C	5514	1.0137351849
YNR054C	5515	0.9263667207
YNR055C	5516	1.5032344510
YNR056C	5517	1.2685421568
YNR057C	5518	0.9050060875
YNR058W	5519	1.1115749174
YNR059W	5520	1.0832427600
YNR060W	5521	1.2701774190
YNR061C	5522	1.2870102457
YNR062C	5523	1.3376314274
YNR063W	5524	1.0552865456
YNR064C	5525	0.9274001651
YNR065C	5526	0.9691388134
YNR066C	5527	0.7990276943
YNR067C	5528	1.0442282451
YNR068C	5529	1.0652035826
YNR069C	5530	0.8368950034
YNR070W	5531	1.0624066083
YNR071C	5532	0.7345069809
YNR072W	5533	1.4122390572
YNR073C	5534	0.9737550973
YNR074C	5535	0.9370342515
YNR075W	5536	0.9733669262
YNR075C-A	5537	1.4241071429
YNR076W	5538	1.2526315789
YNR077C	5539	0.7980769231
YOL166W-A	5540	0.6730208922
YOL166C	5541	0.8962155672
YOL165C	5542	1.0490567939
YOL164W-A	5543	0.9365079365
YOL164W	5544	0.8209292503
YOL163W	5545	1.5917429975
YOL162W	5546	1.5308635889
YOL161C	5547	1.3222222222
YOL160W	5548	1.0331609723
YOL159C-A	5549	1.0341763500
YOL159C	5550	1.1621215895
YOL158C	5551	1.4762724551
YOL157C	5552	1.0274082565
YOL156W	5553	1.3196336307
YOL155W-A	5554	1.0460905350
YOL155C	5555	1.0275351377
YOL154W	5556	0.9975825472
YOL152W	5557	1.1599121470
YOL151W	5558	0.9214050752
YOL150C	5559	1.1373215664
YOL149W	5560	1.0791038079
YOL148C	5561	1.1485688420
YOL147C	5562	1.0421842712
YOL146W	5563	1.1190409432
YOL145C	5564	1.1790213019
YOL144W	5565	0.8704812896
YOL143C	5566	1.2095903328
YOL142W	5567	1.3380454936
YOL141W	5568	1.0136578289
YOL140W	5569	1.0252437762
YOL139C	5570	0.8822167756
YOL138C	5571	0.9751376034
YOL137W	5572	1.5593266575
YOL136C	5573	1.2323830016
YOL135C	5574	1.3295867923
YOL134C	5575	0.9257456038
YOL133W	5576	0.7635769514
YOL132W	5577	1.1351911821
YOL131W	5578	0.7867647059
YOL130W	5579	1.2912609546
YOL129W	5580	1.4744834637
YOL128C	5581	0.7597743600
YOL127W	5582	0.5465427051
YOL126C	5583	0.8939179178
YOL125W	5584	0.7509320340
YOL124C	5585	0.8706751664
YOL123W	5586	1.4858479124
YOL122C	5587	1.3524886423
YOL121C	5588	0.5509080903
YOL120C	5589	0.8892642205
YOL119C	5590	1.1332960918
YOL118C	5591	0.6872479839
YOL117W	5592	1.0699676583
YOL116W	5593	0.9190508079
YOL115W	5594	1.1406324621
YOL114C	5595	0.9030449051
YOL113W	5596	1.0632146314
YOL112W	5597	1.0400431253
YOL111C	5598	0.7478991597
YOL110W	5599	1.0210039951
YOL109W	5600	0.8953293694
YOL108C	5601	1.0527339044
YOL107W	5602	0.8546365915
YOL106W	5603	1.0242280121
YOL105C	5604	1.8952869203
YOL104C	5605	1.0239670199
YOL103W-B	5606	1.0534254176
YOL103W-A	5607	1.0084587467
YOL103W	5608	1.3592442766
YOL102C	5609	0.6030580408
YOL101C	5610	1.3707052427
YOL100W	5611	1.1066854886
YOL099C	5612	1.1203850321
YOL098C	5613	0.7482019232
YOL097W-A	5614	0.7132201646
YOL097C	5615	0.9090503138
YOL096C	5616	0.8690175239
YOL095C	5617	0.8565143820
YOL094C	5618	0.6931650027
YOL093W	5619	0.7332906735
YOL092W	5620	1.4813502760
YOL091W	5621	0.9416888743
YOL090W	5622	0.9373191259
YOL089C	5623	0.8231914335
YOL088C	5624	0.8308345120
YOL087C	5625	0.9458846949
YOL086W-A	5626	1.1453152111
YOL086C	5627	0.9735519354
YOL085W-A	5628	1.5025100058
YOL085C	5629	1.2723064166
YOL084W	5630	1.4033920473
YOL083W	5631	0.6337867972
YOL083C-A	5632	0.7619337514
YOL082W	5633	1.0452632140
YOL081W	5634	1.1420480597
YOL080C	5635	1.1441359371
YOL079W	5636	0.8894306694
YOL078W	5637	1.0500030943
YOL077W-A	5638	2.1427581652
YOL077C	5639	1.0153348328
YOL076W	5640	0.8242626270
YOL075C	5641	1.0963818270
YOL073C	5642	1.3039060173
YOL072W	5643	0.6610146125
YOL071W	5644	0.9374564879
YOL070C	5645	1.0160704056
YOL069W	5646	0.7734009214
YOL068C	5647	0.9015009424
YOL067C	5648	0.8662204063
YOL066C	5649	1.0565680161
YOL065C	5650	0.9568946125
YOL064C	5651	1.0486656442
YOL063C	5652	0.9182467437
YOL062C	5653	0.8475768651
YOL061W	5654	1.0241483339
YOL060C	5655	1.3476049535
YOL059W	5656	0.8853342610
YOL058W	5657	1.2313607085
YOL057W	5658	1.0090155053
YOL056W	5659	0.8300196289
YOL055C	5660	0.8116235960
YOL054W	5661	1.1714342416
YOL053W	5662	1.0973337774
YOL052C-A	5663	2.1642743222
YOL052C	5664	0.8132175680
YOL051W	5665	0.9436275244
YOL050C	5666	0.9901960784
YOL049W	5667	1.0032618804
YOL048C	5668	1.1150951094
YOL047C	5669	1.4133196605
YOL046C	5670	1.1587053501
YOL045W	5671	0.9981901792
YOL044W	5672	1.1937302683
YOL043C	5673	1.0359900731
YOL042W	5674	0.6976221606
YOL041C	5675	0.9094962074
YOL040C	5676	0.6951101403
YOL039W	5677	1.3870673257
YOL038C-A	5678	0.5271650327
YOL038W	5679	1.0174287570
YOL037C	5680	1.1984812798
YOL036W	5681	0.8191469228
YOL035C	5682	1.1724021220
YOL034W	5683	0.8472800078
YOL033W	5684	1.0394928775
YOL032W	5685	0.8401129564
YOL031C	5686	0.8568507157
YOL030W	5687	1.3446527357
YOL029C	5688	0.9259179846
YOL028C	5689	1.0292336534
YOL027C	5690	0.9727354308
YOL026C	5691	1.4477994588
YOL025W	5692	0.8771212625
YOL024W	5693	0.8605778214
YOL023W	5694	0.7268727226
YOL022C	5695	0.8871780632
YOL021C	5696	0.9635505321
YOL020W	5697	1.5123168688
YOL019W-A	5698	1.5357865323
YOL019W	5699	1.4956049325
YOL018C	5700	1.0811457061
YOL017W	5701	1.0160739079
YOL016C	5702	0.9165020629
YOL015W	5703	0.9014884098
YOL014W	5704	1.0276357190
YOL013W-B	5705	0.7037037037
YOL013W-A	5706	1.0972112545
YOL013C	5707	1.2703780972
YOL012C	5708	0.9784539587
YOL011W	5709	1.0845627125
YOL010W	5710	0.9071829103
YOL009C	5711	0.9060965703
YOL008W	5712	1.0809350585
YOL007C	5713	1.4094291126
YOL006C	5714	0.9319424529
YOL005C	5715	1.2020202020
YOL004W	5716	0.7998295098
YOL003C	5717	1.0111084302
YOL002C	5718	1.0911051684
YOL001W	5719	1.0504105857
YOR001W	5720	1.1453422151
YOR002W	5721	0.9138949425
YOR003W	5722	0.9102211089
YOR004W	5723	0.9180053919
YOR005C	5724	0.9409306610
YOR006C	5725	1.3596393811
YOR007C	5726	1.1149743404
YOR008C	5727	1.7853471843
YOR008C-A	5728	1.2160579984
YOR008W-B	5729	0.6473535480
YOR009W	5730	1.0520220588
YOR010C	5731	1.4707444339
YOR011W	5732	1.0993680300
YOR011W-A	5733	0.6153761776
YOR012W	5734	1.0045846879
YOR013W	5735	1.2424603175
YOR014W	5736	1.2880303538
YOR015W	5737	1.3203875524
YOR016C	5738	1.3674459364
YOR017W	5739	0.9847586664
YOR018W	5740	1.0042938143
YOR019W	5741	1.1177184990
YOR020C	5742	0.4984453660
YOR020W-A	5743	1.3539888683
YOR021C	5744	0.9200263178
YOR022C	5745	0.9406429334
YOR023C	5746	1.1366146351
YOR024W	5747	0.8416068573
YOR025W	5748	0.8961935259
YOR026W	5749	0.7841681559
YOR027W	5750	0.9343863124
YOR028C	5751	0.7760774297
YOR029W	5752	1.2022322421
YOR030W	5753	1.4428741680
YOR031W	5754	0.9717890572
YOR032C	5755	0.8696497457
YOR032W-A	5756	0.9692451072
YOR033C	5757	1.0101932807
YOR034C	5758	1.2632765314
YOR034C-A	5759	1.3184594341
YOR035C	5760	0.9262214498
YOR036W	5761	1.1855766281
YOR037W	5762	1.1134672619
YOR038C	5763	0.8437786280
YOR039W	5764	0.8921762058
YOR040W	5765	1.0345533117
YOR041C	5766	0.8878965390
YOR042W	5767	1.0983306188
YOR043W	5768	0.9983037044
YOR044W	5769	1.5396390374
YOR045W	5770	1.8513374486
YOR046C	5771	0.9305942828
YOR047C	5772	0.7509976388
YOR048C	5773	1.1178592978
YOR049C	5774	1.2765532083
YOR050C	5775	1.4042716947
YOR051C	5776	0.9570733436
YOR052C	5777	0.8020465902
YOR053W	5778	3.1111097704
YOR054C	5779	1.3377001820
YOR055W	5780	0.7681159420
YOR056C	5781	0.9626772566
YOR057W	5782	0.8131655791
YOR058C	5783	0.7448849032
YOR059C	5784	0.8300671861
YOR060C	5785	0.8956906049
YOR061W	5786	0.9518514256
YOR062C	5787	0.7541497920
YOR063W	5788	0.8987024458
YOR064C	5789	0.8886493073
YOR065W	5790	1.0487126998
YOR066W	5791	0.9989347621
YOR067C	5792	1.0287254014
YOR069W	5793	0.8674321077
YOR068C	5794	0.6958128079
YOR070C	5795	1.0192391159
YOR071C	5796	1.3283511537
YOR072W	5797	0.9246570911
YOR072W-A	5798	1.0962962963
YOR072W-B	5799	1.1621219360
YOR073W	5800	1.0796127605
YOR074C	5801	0.9505683515
YOR073W-A	5802	1.0043288646
YOR075W	5803	0.9569785179
YOR076C	5804	0.9671965901
YOR077W	5805	0.9171833567
YOR078W	5806	0.9343306288
YOR079C	5807	1.3258127964
YOR080W	5808	0.7627770349
YOR081C	5809	0.9588662489
YOR082C	5810	1.5433540146
YOR083W	5811	1.2546087697
YOR084W	5812	0.8829487927
YOR085W	5813	1.1608777398
YOR086C	5814	0.9733923400
YOR087W	5815	1.1681012806
YOR089C	5816	1.1748413966
YOR090C	5817	0.9751191145
YOR091W	5818	0.9851684398
YOR092W	5819	1.6154573030
YOR093C	5820	0.9189828136
YOR094W	5821	1.0349695493
YOR095C	5822	0.8439556016
YOR096W	5823	1.0070294091
YOR097C	5824	1.5058913892
YOR098C	5825	1.2328448553
YOR099W	5826	0.9099931816
YOR100C	5827	1.2585013501
YOR101W	5828	1.2076729804
YOR102W	5829	1.2147536549
YOR103C	5830	1.4843785678
YOR104W	5831	1.9955798811
YOR105W	5832	0.5808293815
YOR106W	5833	1.1915712661
YOR107W	5834	1.2569777379
YOR108W	5835	0.8766337782
YOR108C-A	5836	1.3416280864
YOR109W	5837	1.0429854236
YOR110W	5838	0.8961886391
YOR111W	5839	1.0863972734
YOR112W	5840	0.9669474882
YOR113W	5841	1.0799581130
YOR114W	5842	0.9138068721
YOR115C	5843	1.0894516449
YOR116C	5844	0.8467071920
YOR117W	5845	1.0478453739
YOR118W	5846	1.0760923404
YOR119C	5847	1.0082837100
YOR120W	5848	0.6299073476
YOR121C	5849	1.2125028654
YOR122C	5850	0.6930443548
YOR123C	5851	1.1613507335
YOR124C	5852	0.8517382668
YOR125C	5853	1.0224864488
YOR126C	5854	1.0394929545
YOR127W	5855	0.9819570239
YOR128C	5856	1.0608927372
YOR129C	5857	0.9679037004
YOR130C	5858	1.1849599952
YOR131C	5859	0.7063573189
YOR132W	5860	0.9308229404
YOR133W	5861	0.9279007121
YOR134W	5862	1.2031577317
YOR135C	5863	1.0735405340
YOR136W	5864	0.7796267416
YOR137C	5865	0.9613415756
YOR138C	5866	0.9824796515
YOR139C	5867	1.2487399194
YOR140W	5868	1.0557224454
YOR141C	5869	1.0493976990
YOR142W	5870	1.0310267905
YOR142W-B	5871	1.0445041937
YOR142W-A	5872	1.0189408692
YOR143C	5873	0.8607995014
YOR144C	5874	0.8315282462
YOR145C	5875	0.8548343994
YOR146W	5876	1.8948367066
YOR147W	5877	0.9429073788
YOR148C	5878	1.3524653174
YOR149C	5879	1.1738970588
YOR150W	5880	1.1505496075
YOR151C	5881	0.9836225633
YOR152C	5882	1.0636155220
YOR153W	5883	1.1095257569
YOR154W	5884	0.9456608176
YOR155C	5885	0.9457544589
YOR156C	5886	0.7299463402
YOR157C	5887	1.1870912113
YOR158W	5888	0.9990465163
YOR159C	5889	0.7235100487
